longitude,latitude,information,location
-117.95887,33.82879,"ANAHEIM CA 92804
(714) 533-4045",ARCO - 300 S BROOKHURST STREET
-117.95888,33.83893,"ANAHEIM CA 92801
(714) 776-6715",ARCO - 530 N BROOKHURST STREET
-117.9591,33.81745,"ANAHEIM CA 92804
(714) 563-9940",ARCO - 1201 S BROOKHURST STREET
-117.9652,34.00516,"HACIENDA HEIGHTS CA 91745
(626) 336-0594",ARCO - 1401 S HACIENDA BLVD
-117.97168,33.6874,"FOUNTAIN VALLEY CA 92708
(714) 964-2587",ARCO - 18975 MAGNOLIA STREET
-117.97265,33.76651,"GARDEN GROVE CA 92844
(714) 373-3018",ARCO - 13501 MAGNOLIA STREET
-117.9758,33.82841,"ANAHEIM CA 92804
(714) 761-8012",ARCO - 304 S MAGNOLIA AVE
-117.97734,33.90876,"LA MIRADA CA 90638
(562) 691-8576",ARCO - 13550 BEACH BLVD
-117.98474,33.81739,"ANAHEIM CA 92804
(714) 484-0659",ARCO - 2800 W BALL RD
-117.98544,33.83234,"ANAHEIM CA 92801
(714) 995-3365",ARCO - 2811 W LINCOLN AVE
-117.98883,33.67266,"HUNTINGTON BEACH CA 92648
(714) 960-3125",ARCO - 19971 BEACH BLVD
-117.9929,33.93113,"WHITTIER CA 90604
(562) 943-4436",ARCO - 15750 E LEFFINGWELL RD
-117.99365,33.7491,"WESTMINSTER CA 92683
(714) 531-0160",ARCO - 14511 BROOKHURST STREET
-118.00056,33.94674,"WHITTIER CA 90603
(562) 943-1635",ARCO - 15306 E WHITTIER BLVD
-118.00213,33.85883,"BUENA PARK CA 90621
(714) 522-0164",ARCO - 7510 ORANGETHORPE AVE
-118.00728,33.77175,"WESTMINSTER CA 92683
(714) 898-1677",ARCO - 13142 GOLDENWEST STREET
-118.01092,33.84673,"BUENA PARK CA 90620
(714) 522-0060",ARCO - 7990 KNOTT AVE
-118.01909,33.75915,"WESTMINSTER CA 92683
(714) 903-6295",ARCO - 6311 WESTMINSTER AVE
-118.03261,34.04331,"SOUTH EL MONTE CA 91733
(626) 575-4671",ARCO - 1808 S DURFEE AVE
-118.03814,33.85854,"LA PALMA CA 90623
(714) 523-5674",ARCO - 5472 ORANGETHORPE AVE
-118.04128,33.72218,"HUNTINGTON BEACH CA 92649
(714) 840-4364",ARCO - 16502 BOLSA CHICA STREET
-118.04166,33.96059,"WHITTIER CA 90602
(562) 693-4328",ARCO - 13010 E LAMBERT RD
-118.04461,33.89203,"SANTA FE SPRINGS CA 90670
(562) 404-1018",ARCO - 13460 E FIRESTONE BLVD
-118.04517,33.83153,"CYPRESS CA 90630
(714) 828-2990",ARCO - 5012 LINCOLN AVE
-118.04604,33.81672,"CYPRESS CA 90630
(714) 828-6131",ARCO - 4988 BALL RD
-118.04658,33.93177,"WHITTIER CA 90605
(562) 944-7115",ARCO - 10717 CARMENITA RD
-118.07194,33.83952,"LAKEWOOD CA 90715
(562) 809-1654",ARCO - 20940 NORWALK BLVD
-118.0721,33.8584,"CERRITOS CA 90701
(562) 402-1797",ARCO - 12202 SOUTH STREET
-118.07379,33.88748,"NORWALK CA 90650
(562) 802-0875",ARCO - 12158 ALONDRA BLVD
-118.08237,33.88958,"NORWALK CA 90650
(562) 281-0444",ARCO - 15604 S PIONEER BLVD
-118.0982,33.93532,"DOWNEY CA 90241
(562) 863-4085",ARCO - 10801 STUDEBAKER RD
-118.11067,33.9604,"DOWNEY CA 90240
(562) 622-5865",ARCO - 8863 LAKEWOOD BLVD
-118.11706,33.87302,"BELLFLOWER CA 90706
(562) 920-1346",ARCO - 10201 ARTESIA BLVD
-118.12184,33.93882,"DOWNEY CA 90241
(562) 861-7286",ARCO - 10808 LAKEWOOD BLVD
-118.12444,33.78828,"LONG BEACH CA 90815
(562) 597-1728",ARCO - 1785 N BELLFLOWER BLVD
-118.13711,33.94416,"DOWNEY CA 90241
(562) 861-1159",ARCO - 11025 PARAMOUNT BLVD
-118.14637,33.76015,"LONG BEACH CA 90803
(562) 434-3352",ARCO - 3955 E OCEAN BLVD
-118.15179,33.9238,"DOWNEY CA 90242
(562) 861-1635",ARCO - 8010 IMPERIAL HWY
-118.15256,33.77915,"LONG BEACH CA 90804
(562) 434-5395",ARCO - 1001 REDONDO AVE
-118.15979,33.85391,"LAKEWOOD CA 90712
(562) 634-3462",ARCO - 5304 PARAMOUNT BLVD
-118.16405,33.77519,"LONG BEACH CA 90804
(562) 438-3169",ARCO - 2330 E 7TH STREET
-118.16719,33.84715,"LAKEWOOD CA 90712
(562) 423-7339",ARCO - 2011 DEL AMO BLVD
-118.1852,33.83638,"LONG BEACH CA 90807
(562) 426-2356",ARCO - 4385 ATLANTIC AVE
-118.19279,33.7897,"LONG BEACH CA 90806
(562) 591-4422",ARCO - 124 W PACIFIC HWY
-117.006513,33.744263,"HEMET CA 92545 
(951) 766-4435",ARCO - 298 S SANDERSON AVE
-117.168363,33.639687,"MURRIETA CA 92563
(951) 246-7004",ARCO - 33070 ANTELOPE RD
-117.229644,33.801463,"PERRIS CA 92571
 (951) 657-4895",ARCO - 280 W NUEVO ROAD
-116.947186,33.929593,"BEAUMONT CA 92223
 (951) 845-5221",ARCO - 1696 E 6TH ST
-117.207701,33.564182,"MURRIETTA CA 92562
 (951) 677-3469",ARCO - 41240 KALMIA ST
-117.322739,33.916188,"RIVERSIDE CA 92508
 (951) 780-7570",ARCO - 501 ALESANDRO BLVD
-117.226553,33.917442,"MORENO VALLEY CA 92553
 (951) 924-8404",ARCO - 24994 ALESSANDRO BLVD
-117.39949,34.005813,"RIVERSIDE CA 92509
 (951) 683-2660",ARCO - 2985 RUBIDOUX BLVD
-117.335232,33.694302,"LAKE ELSINORE CA 92532
 (909) 674-7377",ARCO - 29355 CENTRAL AVE
-117.278045,34.062838,"SAN BERNARDINO CA 92408
 (909) 370-3170",ARCO - 305 E REDLANDS BLVD
-117.225668,34.063263,"REDLANDS CA 92373
 (909) 798-3367",ARCO - 2098 W REDLANDS BLVD
-117.118918,34.02788,"YUCAIPA CA 92399
 (909) 794-5334",ARCO - 31340 YUCAIPA BLVD
-117.536094,33.844697,"CORONA CA 92881
 (909) 273-1142",ARCO - 1402 E ONTARIO AVE
-117.278614,34.092586,"SAN BERNARDINO CA 92408
 (951) 890-2300",ARCO - 495 S WATERMAN AVE
-117.395545,34.070621,"BLOOMINGTON CA 92316
 (909) 421-0768",ARCO - 18762 VALLEY BLVD
-117.057813,33.994323,"CALIMESA CA 92320
 (951) 795-2946",ARCO - 1216 CALIMESA BLVD
-117.954165,33.70866,"FOUNTAIN VALLEY CA 92708
 (714) 962-6270",ARCO - 17520 BROOKHURST ST
-117.954674,33.709402,"FOUNTAIN VALLEY CA 92708
 (714) 593-1936",ARCO - 17475 BROOKHURST ST
-117.370697,34.07014,"RIALTO CA 92376
 (909) 874-3023",ARCO - 111 W VALLEY BLVD
-117.195856,32.753347,Old Town State Park,
-117.19775,32.731489,Airport (SAN) - Terminal 1,
-117.20098,32731566,Airport (SAN) - Terminal 2,
-117.196815,32.725154,Harbor Island,
-117.223222,32.717944,Shelter Island,
-117.240514,32.672258,Point Loma Lighthouse,
-117.244614,32.686137,Ft Rosecrans National Cemetery,
-117.250678,32.716864,Pt. Loma Nazerene University,
-117.226694,32.763701,Sea World,
-117.210977,32.76892,Fiesta Island,
-117.209291,32.790261,Mission Bay,
-117.256748,32.79659,Pacific Beach area of San Diego,
-117.25095,32.772034,Mission Beach area of San Diego,
-117.251575,32.771701,Roller Coaster at Mission Beach,
-117.272747,32.85035,La Jolla area of San Diego,
-117.243034,32.874675,University of California at San Diego (UCSD),
-117.25775,32.918407,Torrey Pines State Reserve,
-117.251539,32.8999,Glider Port on the Beach Cliff,
-117.253955,32.897785,Black's Beach (Clothing Optional),
-117.256442,32.973742,Del Mar Fairgrounds and Horse Racing,
-117.266698,32.959436,City of Del Mar,
-117.131053,32.883492,Miramar MCAS (Former Home to Top Gun),
-117.17709,32.671068,San Diego Downtown,
-117.160603,32.706831,San Diego Convention Center,
-117.157125,32.706452,Petco Park (Home of the Padres),
-117.160148,32.711341,Gaslamp District,
-117.168693,32.711568,Kansas City BBQ (Top Gun Bar Scene),
-117.150605,32.725632,Balboa Park,
-117.148759,32.7355,San Diego Zoo,
-117.14834,32.731574,Museums at Balboa Park,
-117.119421,32.78308,Qualcomm Stadium (Home to the Chargers and Aztecs),
-117.074621,32.773789,Cox Arena (Entertainment),
-117.068906,32.774621,San Diego State University (SDSU) Aztecs,
-117.002374,33.094473,Wild Animal Park,
-116.675342,33.108805,Dudley's Bread Store,
-116.60236,33.078538,City of Julian - Old Gold Mining Town in the Mountains,
-116.580902,32.98858,Lake Cuyamaca (Fishing),
-116.460121,32.862163,Mt. Laguna Recreation Area,
-117.029295,32.541828,Mexico Border,
-117.212202,32.755262,Sports Arena (IPayOne Center),
-117.022301,32.767963,City of La Mesa,
-116.997863,32.744651,City of Spring Valley,
-117.030602,32.742465,City of Lemon Grove,
-116.961756,32.794657,City of El Cajon,
-116.973134,32.838627,City of Santee,
-116.921477,32.857202,City of Lakeside,
-116.86719,33.041725,City of Ramona,
-117.085867,33.119275,City of Escondido,
-117.16508,33.14371,City of San Marcos,
-117.035322,32.963095,City of Poway,
-117.014338,33.006463,Lake Poway (Fishing),
-117.099665,32.91401,Lake Miramar (Fishing),
-117.084883,32.678238,Scripps Ranch area of San Diego,
-117.098334,32.678238,City of National City,
-117.083337,32.640014,City of Chula Vista,
-117.112209,32.58413,City of Imperial Beach,
-117.004417,32.589716,Coors Amphitheatre (Entertainment),
-116.931651,32.648088,Lower Otay Lake (Fishing),
-116.933718,32.649448,Upper Otay Lake (Fishing),
-116.765532,32.835089,City of Alpine,
-116.93444,32.747257,Rancho San Diego area of County,
-117.31154,33.126025,Lego Land Amusement Park,
-117.35096,33.155064,Carlsbad State Beach,
-117.383723,33.194687,Oceanside Pier,
-117.390111,33.206965,Oceanside Harbor,
-117.378621,33.195794,City of Oceanside,
-117.349726,33.158165,City of Carlsbad,
-117.318558,33.125736,Carlsbad Flower Fields,
-117.271762,33.044383,City of Encinitas,
-117.270368,32.991073,City of Solana Beach,
-117.203084,33.020032,City of Rancho Santa Fe,
-117.11568,32.94835,Rancho Penasquitos area of San Diego,
-117.060867,33.018671,Rancho Bernardo area of San Diego,
-117.241673,33.200002,City of Vista,
-117.177044,32.681189,Hotel Del Coronado,
-117.182519,32.686004,City of Coronado,
-117.190492,32.771607,University of San Diego (USD),
-117.009199,32.587208,Knotts Soak City Water Park,
-116.597225,33.080952,Eagle Gold Mine in Julian,
-116.678104,33.130648,Mission Santa Ysabel,
-117.193766,32.759454,Serra Museum in Presidio Park,
-117.17336,32.714139,USS Midway Maritime Museum,
-117.173396,32.720246,Maritime Museum,
-117.169491,32.709135,Sea Port Village,
-117.243308,32.74333,Ocean Beach area of San Diego,
-117.253276,32.746919,Ocean Beach Pier,
-117.25669,32.796314,Crystal Pier in Pacific Beach,
-117.273329,32.814169,Bird Rock,
-117.244882,32.839593,Mt Soledad Cross and Vetran's Memorial,
-117.249639,32.86649,Birch Aquarium,
-117.254031,32.866138,Scripps Pier,
-117.28217,33.015379,Cardiff State Beach,
-117.257545,32.856682,La Jolla Shores Beach,
-117.029625,32.658131,City of Bonita,
-116.932492,32.831685,Winter Gardens area of El Cajon,
-116.936081,32.807552,Bostonia area of El Cajon,
-117.250742,33.376301,City of Fallbrook,
-117.320287,33.231137,Mission San Luis Rey,
-117.224826,32.288951,City of Bonsall,
-117.124442,33.061699,Lake Hodges (Fishing),
-117.040779,32.785335,Lake Murray (Fishing),
-116.867315,32.807777,Crest area of County,
-116.829293,32.820453,Harbison Canyon area of County,
-116.795184,32.87325,San Vicente Reservoir (Fishing),
-117.200043,32.699872,North Island Naval Air Station,
-117.193828,32.742548,MCRD (Marine Corp Recruiting Depot),
-117.169001,32.698436,Coronado to San Diego Ferry,
-117.173538,32.715496,Port of San Diego,
-117.174328,32.715854,San Diego to Coronado Ferry,
-117.173459,32.717397,Cruise Ship Berth,
-117.180043,32.727542,Stoplight for cars to allow Coast Guard planes to cross road,
-117.252594,32.754213,Dog Beach,
-116.756708,33.233715,Lake Henshaw (Fishing),
-116.634055,33.283127,Warner Springs area of County,
-116.865113,33.35617,Palomar Mountain and Observatory,
-117.013875,33.240648,Valley Center area of County,
-117.147237,33.410593,Rainbow area of County,
-117.163954,33.073864,Elfin Forest area of County,
-117.182999,32.99585,Fairbanks Ranch area of County,
-117.209954,32.869983,University City area of San Diego,
-117.144108,32.699281,San Diego to Coronado Bridge,
-117.132482,32.579539,Imperial Beach Pier,
-117.01817,32.533584,"Tijuana, Mexico",
-117.120558,32.743618,Site of 1978 PSA Flight 182 Crash,
-117.166663,32.749918,Hillcrest area of San Diego,
-117.187728,32.79446,Tecelote Canyon,
-117.278315,32.847147,Children's Pool at La Jolla,
-117.2729,32.850188,La Jolla Cove (Scuba Diving),
-117.270322,32.849213,La Jolla Sea Cave,
-117.23941,32.687403,Navy's Submarine Base,
-117.186072,32.70699,Docking Locations for Large Navy Ships,
-117.157378,32.680183,Navy Seal's Training Area,
-117.156241,32.658239,Silver Strand Beach,
-117.224064,32.716832,Humphrey's On The Bay (Entertainment),
-117.239784,32.674166,Cabrillo Monument,
-117.245337,32.669418,Pt Loma Tide Pools,
-117.256762,32.719441,Sunset Cliffs,
-117.154751,32.819799,Der Wienerschnitzel - seen on TV in 1995 tank rampage,
-117.279121,33.051918,Quail Gardens Botanical,
-117.00487,32.844356,Santee Lakes (Fishing),
-117.027369,32.844634,Mission Trails Park,
-117.107244,32.784193,Mission San Diego de Alcala,
-117.160889,32.7136,Cafe Lulu SurfandSip,
-117.16828,32.721973,It's A Grind (India) SurfandSip,
-117.214306,32.850942,Java City (University City) SurfandSip,
-117.202866,32.895555,Courtyard San Diego/Sorrento Mesa ibahn,
-117.143514,32.832935,Residence Inn San Diego Central ibahn,
-117.171011,32.722457,Residence Inn San Diego Downtown ibahn,
-117.11687,32.810471,San Diego - Mission Valley ibahn,
-117.165143,32.709341,San Diego Marriott Hotel & Marina ibahn,
-117.141028,32.775589,San Diego Marriott Mission Valley ibahn,
-117.195063,32.750459,San Diego- Old Town Courtyard ibahn,
-117.160033,32.713608,T-Mobile Starbucks 5th and F Street tmobile,
-117.092654,32.585579,T-Mobile Starbucks Palm & Saturn San Diego tmobile,
-117.101059,32.823043,T-Mobile Starbucks Tierrasanta & Santo San Diego tmobile,
-117.099374,32.937148,T-Mobile Starbucks Scripps Ranch Village tmobile,
-117.154129,32.765921,T-Mobile Borders Camino Del Rio tmobile,
-117.120614,32.915458,T-Mobile Starbucks Mira Mesa & I-15 San Diego tmobile,
-117.08252,32.980335,T-Mobile Borders Rancho Carmel tmobile,
-117.043465,32.560806,T-Mobile Starbucks Carmel Mountain tmobile,
-117.074622,33.020225,T-Mobile Starbucks Rancho Bernardo tmobile,
-117.159254,32.717739,T-Mobile Starbucks 525 B Street tmobile,
-117.153015,32.748549,T-Mobile Starbucks University & Richmond - San Diego tmobile,
-117.06157,33.018608,T-Mobile Starbucks Rancho Bernardo and Pomerado tmobile,
-117.126387,32.959259,T-Mobile Starbucks Rancho Penasquitos tmobile,
-117.148739,32.770366,T-Mobile Starbucks Park in the Valley - San Diego tmobile,
-117.237603,32.800506,T-Mobile Starbucks Pacific Beach tmobile,
-117.128975,32.779521,T-Mobile Starbucks Friars Rd & Fenton Pkwy San Diego tmobile,
-117.207749,32.747907,T-Mobile Starbucks Point Loma tmobile,
-117.052083,32.743198,T-Mobile Starbucks College Grove & College way San Di tmobile,
-117.161551,32.711479,T-Mobile Starbucks 4th and Market tmobile,
-117.232182,32.954488,T-Mobile Starbucks Del Mar Highlands tmobile,
-117.116082,32.808837,T-Mobile Starbucks Stonecrest Plaza tmobile,
-117.160416,32.746972,T-Mobile Starbucks 5TH and Robinson tmobile,
-117.23066,32.937787,T-Mobile Starbucks Carmel Creek and Valley Center tmobile,
-117.106437,32.763242,T-Mobile Starbucks Adams & Marlborough - San Diego tmobile,
-117.182132,32.819944,T-Mobile Starbucks Genesee Plaza tmobile,
-117.14943,32.817762,T-Mobile Starbucks Kearny Mesa tmobile,
-117.25474,32.794135,T-Mobile Starbucks P.B. Marketplace tmobile,
-117.206123,32.829435,T-Mobile Starbucks Clairemont Square tmobile,
-117.250981,32.746803,T-Mobile Starbucks Newport and Bacon tmobile,
-117.154351,32.776702,T-Mobile Starbucks Friars Mission tmobile,
-117.168286,32.715769,T-Mobile Starbucks Broadway & Kettner San Diego tmobile,
-117.065607,32.762175,T-Mobile Starbucks Campus Plaza tmobile,
-117.097737,32.78691,T-Mobile Starbucks Mission Gorge Rd. - San Diego tmobile,
-117.159213,32.712232,T-Mobile Borders 6th Avenue tmobile,
-117.164125,32.878925,T-Mobile Starbucks Miramar & Production San Diego tmobile,
-117.164822,32.83253,T-Mobile Starbucks Clairemont Mesa & Shawline SDiego tmobile,
-117.163419,32.713227,T-Mobile Starbucks Horton Plaza II tmobile,
-117.146279,32.912717,T-Mobile Starbucks Mira Mesa Mall tmobile,
-117.214187,32.87006,T-Mobile Starbucks Genesee & Nobel Dr. San Diego tmobile,
-117.201603,32.89304,T-Mobile Starbucks Sorrento Court - San Diego tmobile,
-117.121646,32.917283,T-Mobile Starbucks Mira Mesa tmobile,
-117.066963,32.765918,T-Mobile Starbucks College & Lindo Paseo San Diego tmobile,
-117.120144,32.787472,T-Mobile Starbucks FRIARS AND RIVERDALE tmobile,
-117.16016,32.715861,T-Mobile 5th & Broadway tmobile,
-117.075373,33.022914,T-Mobile Kinko's tmobile,
-117.159862,32.71676,T-Mobile Kinko's Downtown tmobile,
-117.157701,32.748377,T-Mobile Kinko's Hillcrest tmobile,
-117.116731,32.809841,T-Mobile Kinko's Kearny Mesa tmobile,
-117.159239,32.769874,T-Mobile Kinko's Mission Valley tmobile,
-117.236529,32.80074,T-Mobile Kinko's Pacific Beach tmobile,
-117.215251,32.752196,T-Mobile Kinko's Point Loma tmobile,
-117.081948,32.572804,T-Mobile Starbucks 5th & Laurel tmobile,
-117.100205,32.904543,T-Mobile Starbucks Aviary & Scripps Ranch-San Dieg tmobile,
-117.13071,32.83136,T-Mobile Starbucks Clairemont Mesa & Overland tmobile,
-117.085039,32.722254,T-Mobile Starbucks Euclid & Federal tmobile,
-117.170318,32.749905,T-Mobile Starbucks Falcon & Washington tmobile,
-117.113013,32.937166,T-Mobile Starbucks Mercy Road & I-15 tmobile,
-117.173261,32.907147,T-Mobile Starbucks Mira Mesa tmobile,
-117.035035,32.57701,T-Mobile Starbucks Palm & The 805 Fwy tmobile,
-117.205945,32.751934,T-Mobile Starbucks Sports Arena Blvd & Rosecrans tmobile,
-117.172032,32.760525,Handlery Hotel and Resort Wayport_Access,
-117.18479,32.759825,Red Lion Hanalei Hotel Wayport_Access,
-117.006263,32.778366,T-Mobile Grossmont Center Dr tmobile,
-117.206245,32.752113,T-Mobile Sports Arena Blvd tmobile,
-117.234392,32.951209,Barnes and Noble #01974 attwifi,
-117.078919,32.979976,Barnes and Noble #01976 attwifi,
-117.120442,32.916563,Barnes and Noble #02984 attwifi,
-117.158357,32.770436,Barnes and Noble #01978 attwifi,
-117.163758,32.711426,T-Mobile Starbucks 1st And Market tmobile,
-117.05368,32.768479,T-Mobile Starbucks El Cajon & 67Th tmobile,
-117.106092,32.951288,La Quinta Inn San Diego (Rancho Penasquitos) ibahn,
-117.1898,32.729021,Hertz - San Diego Wayport_Access,
-117.075373,33.022914,Mission Federal Credit Union-Rancho Bernardo attwifi,
-117.189306,32.728997,Avis - San Diego Int'l Airport attwifi,
-117.201501,32.832187,Mission Federal Credit Union-Clairemont attwifi,
-117.254899,32.790587,Surfer Beach Hotel attwifi,
-117.162887,32.715873,Fashion Institute of Design- San Diego attwifi,
-117.195285,32.76732,Mission FCU-Old Town-Linda Vista attwifi,
-117.142348,32.770157,Mission FCU-Mission Valley attwifi,
-117.15632,32.767404,Coffee Bean & Tea Leaf (#101) attwifi,
-117.214176,32.869067,Barnes and Noble #01823 attwifi,
-117.193586,32.893651,Mission Federal Credit Union-Sorrento Mesa attwifi,
-117.127147,32.828764,National University-Spectrum Academic attwifi,
-117.164122,32.749944,Coffee Bean & Tea Leaf (#68) attwifi,
-117.120636,32.91644,Mission FCU-Mira Mesa attwifi,
-117.245276,32.798807,T-Mobile Starbucks Garnet & Fanuel tmobile,
-117.169415,32.726387,T-Mobile Starbucks India & Hawthorn tmobile,
-117.006203,32.802778,T-Mobile Starbucks Navajo & Hwy 125 tmobile,
-117.111821,33.01507,T-Mobile Starbucks Camino Del Norte & Dove Canyon tmobile,
-117.14796,32.767194,Westfield - Mission Valley westfield,
-117.20866,32.873808,Westfield - UTC westfield,
-117.153248,32.830545,T-Mobile Starbucks Convoy & Raytheon San Diego tmobile,
-117.25967,32.929201,CA State Park - Torrey Pines SB (#631) attwifi,
-117.092656,32.584789,Mission FCU-South Bay attwifi,
-117.130541,32.915566,Coffee Bean & Tea Leaf (#74) attwifi,
-117.14473,32.767712,Scottish Rite Masonic Cntr - San Diego Event Cntr attwifi,
-117.179129,32.820053,Coffee Bean & Tea Leaf (#99) attwifi,
-117.085085,32.708718,T-Mobile Starbucks Euclid & Market San Diego tmobile,
-117.099562,32.702532,T-Mobile Starbucks Imperial & The 805 (Uco) tmobile,
-117.216577,32.851545,T-Mobile Starbucks Governor Dr. & Regents Rd. SD tmobile,
-117.164276,32.70889,San Diego Convention Center Instant Internet,
-117.158357,32.770436,T-Mobile Starbucks Frazee & Friars tmobile,
-117.120637,32.916481,T-Mobile FedEx Kinko's Mira Mesa CA Eastside tmobile,
-117.16153,32.71572,Cinnabon McDonald's Food court Termin flysandiego,
-117.16153,32.71572,United USA Rotunda NFL Terminal 1 flysandiego,
-117.16153,32.71572,Karl Strauss Beer Garden Terminal 2 flysandiego,
-117.16153,32.71572,South West Rotunda air side Terminal 1 flysandiego,
-117.16153,32.71572,Bloody Mary's Bar Terminal 2 flysandiego,
-117.16153,32.71572,Home Turf Bar Terminal 2 flysandiego,
-117.16153,32.71572,Top Gun Bar Terminal 1 flysandiego,
-117.16153,32.71572,Arriba Margarita Restaurant Terminal 1 flysandiego,
-117.075833,32.983955,Coffee Bean & Tea Leaf #186 attwifi,
-117.158914,32.708327,STANFORD HOTELS - San Diego Marriott Gaslamp Quarter Wayport_Access,
-117.214393,32.921572,T-Mobile Starbucks Carmel Mountain & E. Ocean Air tmobile,
-117.13384,32.718077,T-Mobile Starbucks 28th & B Street San Diego (UCO tmobile,
-117.238519,32.936306,San Diego Marriott Del Mar stayonline,
-117.131274,32.748401,T-Mobile Starbucks 29th & University San Diego (U tmobile,
-117.197541,32.755625,CA State Park - Old Town San Diego SHP (#667) attwifi,
-117.146785,32.774512,Mission at Rio Vista Apartments attwifi,
-117.161836,32.710414,The Horton Grand Hotel vanguard_base,
-117.253186,32.777114,Phone Room nnu,
-117.19724,32.764912,T-Mobile Starbucks Linda Vista & Napa San Diego tmobile,
-116.964546,32.567684,T-Mobile Starbucks Hwy 905 & La Media San Diego tmobile,
-117.155476,32.711527,T-Mobile Starbucks 10th & Market San Diego tmobile,
-117.198201,32.729453,San Diego Airport (SAN) - Karl Strauss B flysandiego,
-117.070525,32.759733,Living Room Coffeehouse SDSU ICOA,
-117.141677,32.826649,Courtyard San Diego Central - guest room ibahn,
-117.107659,32.936568,Residence Inn San Diego Scripps Poway - guest room ibahn,
-117.107729,32.936854,Sprinhill Suites San Diego Rancho - guest room ibahn,
-117.170368,32.786164,McDonald's 04154 Wayport_Access,
-117.226578,32.72768,McDonald's 15396 Wayport_Access,
-117.100889,32.748578,McDonald's 25567 Wayport_Access,
-117.194189,32.794425,McDonald's 17799 Wayport_Access,
-117.178163,32.820335,McDonald's 13410 Wayport_Access,
-117.151076,32.748566,McDonald's 03929 Wayport_Access,
-117.159559,32.880133,McDonald's 06348 Wayport_Access,
-117.214321,32.866749,McDonald's 11181 Wayport_Access,
-117.09771,32.789293,McDonald's 03813 Wayport_Access,
-117.098855,32.937107,McDonald's 18014 Wayport_Access,
-117.16406,32.832539,McDonald's 12915 Wayport_Access,
-117.058297,32.557134,McDonald's 07382 Wayport_Access,
-117.107432,32.95052,McDonald's 05416 Wayport_Access,
-117.135707,32.831323,McDonald's 05458 Wayport_Access,
-117.139513,32.755196,McDonald's 06981 Wayport_Access,
-117.046192,32.688991,McDonald's 10807 Wayport_Access,
-117.21903,32.806312,McDonald's 25166 Wayport_Access,
-117.201606,32.893134,McDonald's 11180 Wayport_Access,
-117.084876,32.720399,McDonald's 10094 Wayport_Access,
-117.101147,32.823064,McDonald's 24780 Wayport_Access,
-117.249625,32.797854,McDonald's 01230 Wayport_Access,
-117.071552,32.770716,McDonald's 04769 Wayport_Access,
-117.010739,32.80253,McDonald's 01529 Wayport_Access,
-117.153829,32.718664,McDonald's 03181 Wayport_Access,
-117.07679,32.981813,McDonald's 11252 Wayport_Access,
-117.217922,32.753916,McDonald's 01014 Wayport_Access,
-117.081078,32.757657,McDonald's 12327 Wayport_Access,
-117.127646,32.783898,McDonald's 24113 Wayport_Access,
-117.130139,32.915879,McDonald's 02902 Wayport_Access,
-117.201496,32.833414,McDonald's 02032 Wayport_Access,
-117.220683,32.718817,Shelter Island Cove iDockUSA,
-117.19206,32.724756,Sun Road idockusa,
-117.201074,32.725255,Cabrillo Isle idockusa,
-117.164369,32.715769,Coffee Bean & Tea Leaf # 190 attwifi,
-117.229042,32.953148,Coffee Bean & Tea LEaf #231 attwifi,
-117.210191,32.745474,Barnes & Noble attwifi,
-117.039296,32.583726,McDonald's 04912 Wayport_Access,
-117.231765,32.954653,McDonald's 10996 Wayport_Access,
-117.217149,32.803499,Best Value Inn at Mission Bay bestvalueinn,
-117.166512,32.715765,Wyndham San Diego at Emerald Plaza Wayport_Access,
-117.15008,32.766045,Sheraton San Diego Wayport_Access,
-117.363206,33.173416,Courtyard by Marriott San Diego Wayport_Access,
-117.183806,32.759186,Ramada Plaza Hotel San Diego Wayport_Access,
-117.23777,32.935935,Doubletree Hotel San Diego/Del Mar Wayport_Access,
-117.161731,32.715694,U.S. Grant Hotel Wayport_Access,
-117.078007,33.01886,Courtyard by Marriott San Diego/Rancho Bernardo Wayport_Access,
-117.150636,32.810037,Four Points by Sheraton San Diego Wayport_Access,
-117.116482,32.80951,McDonald's 13408 Wayport_Access,
-117.133774,32.692785,McDonald's 05480 Wayport_Access,
-117.16153,32.71572,Navy Lodge San Diego nnu,
-116.981026,32.841557,Santee Town Center,
-116.982048,32.826847,Gillespie Field,
-116.9757,32.804558,Arnele Avenue,
-116.976143,32.791924,El Cajon Transit Center,
-117.001747,32.785389,Amaya Drive,
-117.011307,32.781746,Grossmont Transit Center,
-117.045601,32.773361,70th St.,
-117.056801,32.777325,Alvarado Medical Center,
-117.07077,32.77319,SDSU Transit Center,
-117.097488,32.780491,Grantville,
-117.111031,32.780857,Mission San Diego,
-117.119576,32.780975,Qualcomm Stadium,
-117.127167,32.778286,Fenton Parkway,
-117.141853,32.773617,Rio Vista,
-117.150002,32.771076,Mission Valley,
-117.158272,32.770252,Hazard Center,
-117.169029,32.76543,Fashion Valley Transit Center,
-117.196663,32.76355,Linda Vista,
-117.199539,32.754772,Old Town Transit Center,
-117.184296,32.741573,Washington St.,
-117.174805,32.733608,Middletown,
-117.169937,32.721451,Little Italy Station,
-117.16983,32.717327,Amtrak Station/Sante Fe Depot,
-117.168808,32.71648,American Plaza,
-117.162834,32.716724,Civic Center,
-117.159683,32.716743,Fifth Avenue,
-117.15406,32.716187,City College,
-117.153809,32.710922,Park & Market,
-117.153099,32.705513,12th & Imperial Transit Center,
-117.146667,32.69796,Barrio Logan,
-117.132904,32.691223,Harborside,
